Stock,Date,Open,High,Low,Close,Adj Close,Volume
AMZN,6/1/2001,17.22,17.92,11.20,14.15,14.15,136695900
AMZN,7/1/2001,14.10,17.42,11.07,12.49,12.49,172078700
AMZN,8/1/2001,12.73,12.86,8.55,8.94,8.94,100687300
AMZN,9/1/2001,8.95,9.19,5.67,5.97,5.97,126843400
AMZN,10/1/2001,5.91,9.99,5.51,6.98,6.98,169882800
AMZN,11/1/2001,7.08,12.40,6.60,11.32,11.32,310965300
AMZN,12/1/2001,11.02,12.80,9.51,10.82,10.82,212455500
AMZN,1/1/2002,10.93,15.77,9.03,14.19,14.19,322739200
AMZN,2/1/2002,14.07,14.75,11.06,14.10,14.10,163988900
AMZN,3/1/2002,14.13,16.96,13.55,14.30,14.30,164817800
AMZN,4/1/2002,14.28,17.05,12.52,16.69,16.69,158958600
AMZN,5/1/2002,16.55,20.40,15.75,18.23,18.23,154840500
AMZN,6/1/2002,18.31,19.16,14.68,16.25,16.25,142617800
AMZN,7/1/2002,16.17,17.16,12.26,14.45,14.45,176592200
AMZN,8/1/2002,14.31,15.99,12.78,14.94,14.94,115341600
AMZN,9/1/2002,14.71,17.93,14.24,15.93,15.93,146027000
